example_id                                                                         | status  | run_time        |
./spec/controllers/api/v1/forms_controller_spec.rb[1:10:1]                         | passed  | 0.01209 seconds |
./spec/controllers/api/v1/forms_controller_spec.rb[1:11:1]                         | passed  | 0.01271 seconds |
./spec/controllers/api/v1/forms_controller_spec.rb[1:12:1:1]                       | passed  | 0.01202 seconds |
./spec/controllers/api/v1/forms_controller_spec.rb[1:12:2:1]                       | passed  | 0.01214 seconds |
./spec/controllers/api/v1/forms_controller_spec.rb[1:12:3:1]                       | passed  | 0.01134 seconds |
./spec/controllers/api/v1/forms_controller_spec.rb[1:13:1]                         | passed  | 0.00989 seconds |
./spec/controllers/api/v1/forms_controller_spec.rb[1:14:1]                         | passed  | 0.28646 seconds |
./spec/controllers/api/v1/payment_setup_controller_spec.rb[1:1:1:1]                | failed  | 0.15102 seconds |
./spec/controllers/api/v1/payment_setup_controller_spec.rb[1:1:2:1]                | failed  | 0.02432 seconds |
./spec/controllers/api/v1/payment_setup_controller_spec.rb[1:1:3:1]                | failed  | 0.03867 seconds |
./spec/controllers/api/v1/payment_setup_controller_spec.rb[1:1:4:1]                | passed  | 0.0134 seconds  |
./spec/controllers/api/v1/responses_controller_spec.rb[1:1:1]                      | passed  | 0.0203 seconds  |
./spec/controllers/api/v1/responses_controller_spec.rb[1:1:2]                      | passed  | 0.02445 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:1:3]                      | passed  | 0.02516 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:1:4]                      | passed  | 0.02573 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:1:5]                      | passed  | 0.02261 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:2:1]                      | passed  | 0.03224 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:2:2]                      | passed  | 0.01328 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:2:3]                      | passed  | 0.01635 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:3:1]                      | passed  | 0.0156 seconds  |
./spec/controllers/api/v1/responses_controller_spec.rb[1:3:2]                      | passed  | 0.01655 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:3:3]                      | passed  | 0.01429 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:4:1]                      | passed  | 0.01787 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:4:2]                      | passed  | 0.02141 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:5:1]                      | passed  | 0.02695 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:6:1]                      | passed  | 0.02598 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:6:2]                      | passed  | 0.042 seconds   |
./spec/controllers/api/v1/responses_controller_spec.rb[1:6:3]                      | passed  | 0.02663 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:6:4]                      | passed  | 0.01917 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:6:5]                      | passed  | 0.01534 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:7:1:1]                    | passed  | 0.01683 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:7:2:1]                    | passed  | 0.01646 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:8:1]                      | passed  | 0.01736 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:8:2]                      | passed  | 0.01693 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:9:1:1]                    | passed  | 0.36622 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:9:2:1]                    | passed  | 0.01682 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:10:1]                     | passed  | 0.01495 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:10:2]                     | passed  | 0.01474 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:11:1]                     | passed  | 0.01325 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:11:2]                     | passed  | 0.01113 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:12:1]                     | passed  | 0.02026 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:12:2]                     | passed  | 0.02156 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:13:1:1]                   | passed  | 0.01819 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:13:2:1]                   | passed  | 0.01069 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:13:3:1]                   | passed  | 0.01481 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:14:1]                     | passed  | 0.01386 seconds |
./spec/controllers/api/v1/responses_controller_spec.rb[1:14:2]                     | passed  | 0.02328 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:1:1]                     | passed  | 0.00043 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:1:2]                     | passed  | 0.00041 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:1:3]                     | passed  | 0.00047 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:1:4]                     | passed  | 0.00078 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:2:1]                     | passed  | 0.0088 seconds  |
./spec/controllers/application_controller_basic_spec.rb[1:3:1:1]                   | passed  | 0.0006 seconds  |
./spec/controllers/application_controller_basic_spec.rb[1:3:1:2]                   | passed  | 0.00328 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:3:1:3]                   | passed  | 0.00052 seconds |
./spec/controllers/application_controller_basic_spec.rb[1:3:1:4]                   | passed  | 0.00062 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:1:1]                          | failed  | 0.00795 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:1:2]                          | failed  | 0.11099 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:1:3]                          | failed  | 0.01182 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:2:1]                          | failed  | 0.00915 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:2:2]                          | failed  | 0.0086 seconds  |
./spec/controllers/concerns/admin_security_spec.rb[1:2:3]                          | failed  | 0.0093 seconds  |
./spec/controllers/concerns/admin_security_spec.rb[1:2:4]                          | failed  | 0.01639 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:2:5]                          | failed  | 0.00884 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:3:1]                          | failed  | 0.00839 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:3:2]                          | failed  | 0.00828 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:3:3]                          | failed  | 0.00936 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:3:4]                          | failed  | 0.05206 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:3:5]                          | failed  | 0.00914 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:3:6]                          | failed  | 0.00896 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:4:1]                          | failed  | 0.00742 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:4:2]                          | failed  | 0.00703 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:4:3]                          | failed  | 0.01388 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:4:4]                          | failed  | 0.00707 seconds |
./spec/controllers/concerns/admin_security_spec.rb[1:5:1]                          | failed  | 0.01174 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:1]                     | failed  | 0.00037 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:2]                     | failed  | 0.00037 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:3]                     | failed  | 0.00039 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:4]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:5]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:6]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:1:7]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:2:1]                     | failed  | 0.00051 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:2:2]                     | failed  | 0.00044 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:3:1]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:3:2]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:3:3]                     | failed  | 0.00046 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:3:4]                     | failed  | 0.00044 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:4:1]                     | failed  | 0.00071 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:4:2]                     | failed  | 0.0004 seconds  |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:4:3]                     | failed  | 0.00055 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:5:1]                     | failed  | 0.00137 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:5:2]                     | failed  | 0.01273 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:6:1]                     | failed  | 0.00043 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:6:2]                     | failed  | 0.00045 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:7:1]                     | failed  | 0.0004 seconds  |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:7:2]                     | failed  | 0.00043 seconds |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:7:3]                     | failed  | 0.0004 seconds  |
./spec/controllers/concerns/admin_security_unit_spec.rb[1:8:1]                     | failed  | 0.00038 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:1:1]                | passed  | 0.05371 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:1:2]                | passed  | 0.01061 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:1:3]                | passed  | 0.0095 seconds  |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:1:4]                | failed  | 0.01485 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:2:1]                | passed  | 0.01091 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:2:2]                | passed  | 0.00799 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:2:3]                | passed  | 0.01065 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:2:4]                | passed  | 0.00897 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:3:1]                | passed  | 0.00983 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:1:3:2]                | failed  | 0.01671 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:2:1:1]                | passed  | 0.00713 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:2:1:2]                | passed  | 0.00923 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:2:1:3]                | passed  | 0.00771 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:2:1:4]                | passed  | 0.00832 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:2:2:1]                | passed  | 0.00846 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:3:1]                  | passed  | 0.00969 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:3:2]                  | failed  | 0.00827 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:4:1]                  | passed  | 0.11512 seconds |
./spec/controllers/concerns/payment_error_handling_spec.rb[1:4:2]                  | failed  | 0.03178 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:1:1]                        | passed  | 0.0084 seconds  |
./spec/controllers/form_questions_controller_spec.rb[1:1:2]                        | passed  | 0.01243 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:2:1]                        | passed  | 0.01194 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:2:2]                        | passed  | 0.01221 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:3:1]                        | passed  | 0.01368 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:3:2]                        | passed  | 0.01056 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:4:1:1]                      | passed  | 0.01276 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:4:1:2]                      | passed  | 0.00921 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:4:2:1]                      | passed  | 0.01183 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:4:2:2]                      | passed  | 0.00942 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:5:1]                        | passed  | 0.01223 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:5:2]                        | passed  | 0.01274 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:6:1]                        | passed  | 0.02988 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:6:2]                        | passed  | 0.03014 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:7:1]                        | failed  | 0.24626 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:7:2]                        | passed  | 0.01471 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:8:1]                        | failed  | 0.01444 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:8:2]                        | passed  | 0.01277 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:9:1:1]                      | passed  | 0.013 seconds   |
./spec/controllers/form_questions_controller_spec.rb[1:9:2:1]                      | passed  | 0.0128 seconds  |
./spec/controllers/form_questions_controller_spec.rb[1:10:1]                       | passed  | 0.01078 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:10:2]                       | passed  | 0.05333 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:11:1]                       | passed  | 0.0182 seconds  |
./spec/controllers/form_questions_controller_spec.rb[1:12:1]                       | passed  | 0.02192 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:12:2]                       | failed  | 0.01168 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:13:1]                       | passed  | 0.01291 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:1:1:1] | failed  | 0.02186 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:1:1:2] | failed  | 0.02041 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:1:1:3] | failed  | 0.02176 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:1:2:1] | failed  | 0.02095 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:1:2:2] | failed  | 0.04568 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:1:3:1] | failed  | 0.0114 seconds  |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:2:1:1] | passed  | 0.0072 seconds  |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:2:2:1] | passed  | 0.00727 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:3:1]   | passed  | 0.02585 seconds |
./spec/controllers/forms_controller_enhanced_payment_validation_spec.rb[1:1:3:2]   | failed  | 0.27086 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:1:1]          | passed  | 0.27724 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:1:2]          | failed  | 0.00503 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:1:3]          | failed  | 0.00472 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:1:4]          | failed  | 0.00453 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:2:1]          | failed  | 0.01634 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:3:1]          | failed  | 0.00451 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:1:4:1]          | failed  | 0.0049 seconds  |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:2:1:1]          | failed  | 0.00494 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:2:1:2]          | failed  | 0.00528 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:2:1:3]          | failed  | 0.00581 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:2:2:1]          | failed  | 0.0049 seconds  |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:2:3:1]          | failed  | 0.00609 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:3:1:1]          | failed  | 0.00623 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:3:1:2]          | failed  | 0.00461 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:3:2:1]          | failed  | 0.00474 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:3:2:2]          | failed  | 0.00604 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:4:1:1]          | failed  | 0.00578 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:4:1:2]          | failed  | 0.00538 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:4:2:1]          | failed  | 0.00588 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:4:2:2]          | failed  | 0.12063 seconds |
./spec/controllers/forms_controller_payment_setup_status_spec.rb[1:5:1]            | failed  | 0.00556 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:1:1]          | passed  | 0.26976 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:2:1]          | failed  | 0.02193 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:2:2]          | failed  | 0.27254 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:2:3]          | failed  | 0.0224 seconds  |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:2:4]          | failed  | 0.02264 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:3:1]          | failed  | 0.03922 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:4:1]          | failed  | 0.02663 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:5:1]          | failed  | 0.02072 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:6:1]          | failed  | 0.0208 seconds  |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:6:2]          | failed  | 0.02219 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:7:1]          | failed  | 0.03176 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:1:7:2]          | failed  | 0.02331 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:2:1]            | failed  | 0.01709 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:2:2]            | failed  | 0.01702 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:3:1]            | failed  | 0.02352 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:3:2]            | failed  | 0.02686 seconds |
./spec/controllers/forms_controller_payment_validation_spec.rb[1:1:4:1:1]          | failed  | 0.02443 seconds |
